"peak_index","seqnames","start","end","width","strand","name","peak_detection"
223844,"chr5",125409004,125409814,811,"*","chr5:125409004-125409814",2796
223848,"chr5",125433802,125434558,757,"*","chr5:125433802-125434558",4693
223850,"chr5",125441083,125442368,1286,"*","chr5:125441083-125442368",3284
223854,"chr5",125465481,125466222,742,"*","chr5:125465481-125466222",6548
223856,"chr5",125467257,125467888,632,"*","chr5:125467257-125467888",2840
223859,"chr5",125475554,125476493,940,"*","chr5:125475554-125476493",4794
223862,"chr5",125487524,125488533,1010,"*","chr5:125487524-125488533",3622
223980,"chr5",127617043,127617830,788,"*","chr5:127617043-127617830",4489
224125,"chr5",129007671,129009015,1345,"*","chr5:129007671-129009015",4055
224126,"chr5",129019615,129020844,1230,"*","chr5:129019615-129020844",7941
224209,"chr5",129455009,129455936,928,"*","chr5:129455009-129455936",2054
224220,"chr5",129500705,129502407,1703,"*","chr5:129500705-129502407",2074
224238,"chr5",129583758,129584659,902,"*","chr5:129583758-129584659",3175
224251,"chr5",129669481,129670539,1059,"*","chr5:129669481-129670539",2018
224255,"chr5",129715358,129716014,657,"*","chr5:129715358-129716014",3580
224256,"chr5",129724665,129725848,1184,"*","chr5:129724665-129725848",5331
224263,"chr5",129770586,129771538,953,"*","chr5:129770586-129771538",1956
224264,"chr5",129779008,129779751,744,"*","chr5:129779008-129779751",2673
224265,"chr5",129786963,129788047,1085,"*","chr5:129786963-129788047",8005
224267,"chr5",129846608,129847358,751,"*","chr5:129846608-129847358",3677
224274,"chr5",129887024,129887800,777,"*","chr5:129887024-129887800",8016
224275,"chr5",129895459,129896292,834,"*","chr5:129895459-129896292",4716
224276,"chr5",129908365,129909193,829,"*","chr5:129908365-129909193",4201
224283,"chr5",129941318,129942325,1008,"*","chr5:129941318-129942325",12118
224294,"chr5",130002519,130003388,870,"*","chr5:130002519-130003388",2793
224300,"chr5",130023912,130024732,821,"*","chr5:130023912-130024732",5393
224301,"chr5",130027316,130027811,496,"*","chr5:130027316-130027811",2083
224302,"chr5",130029154,130029899,746,"*","chr5:130029154-130029899",1970
224312,"chr5",130079049,130079981,933,"*","chr5:130079049-130079981",3651
224327,"chr5",130144165,130145366,1202,"*","chr5:130144165-130145366",8533
224331,"chr5",130171394,130172734,1341,"*","chr5:130171394-130172734",5394
224352,"chr5",130221672,130223175,1504,"*","chr5:130221672-130223175",2760
224359,"chr5",130255366,130255867,502,"*","chr5:130255366-130255867",4379
224360,"chr5",130256710,130257389,680,"*","chr5:130256710-130257389",7401
224467,"chr5",131307139,131308721,1583,"*","chr5:131307139-131308721",1917
224485,"chr5",131537242,131539164,1923,"*","chr5:131537242-131539164",4770
224496,"chr5",131584034,131585054,1021,"*","chr5:131584034-131585054",2654
224501,"chr5",131600388,131601047,660,"*","chr5:131600388-131601047",3792
224532,"chr5",131733209,131733907,699,"*","chr5:131733209-131733907",2057
224627,"chr5",132184697,132185365,669,"*","chr5:132184697-132185365",2195
224631,"chr5",132194725,132195668,944,"*","chr5:132194725-132195668",1810
224697,"chr5",132543061,132544231,1171,"*","chr5:132543061-132544231",3310
224819,"chr5",134080688,134081687,1000,"*","chr5:134080688-134081687",2913
224823,"chr5",134098602,134100204,1603,"*","chr5:134098602-134100204",5048
224824,"chr5",134101521,134102469,949,"*","chr5:134101521-134102469",2882
224838,"chr5",134175717,134177130,1414,"*","chr5:134175717-134177130",3720
224841,"chr5",134184025,134184955,931,"*","chr5:134184025-134184955",6174
224880,"chr5",134294821,134295848,1028,"*","chr5:134294821-134295848",2425
224883,"chr5",134313407,134314262,856,"*","chr5:134313407-134314262",7244
224884,"chr5",134314602,134315537,936,"*","chr5:134314602-134315537",7210
224885,"chr5",134315839,134316396,558,"*","chr5:134315839-134316396",1879
224906,"chr5",134418401,134419061,661,"*","chr5:134418401-134419061",1942
224913,"chr5",134437013,134438044,1032,"*","chr5:134437013-134438044",2562
224917,"chr5",134455519,134457181,1663,"*","chr5:134455519-134457181",3713
224926,"chr5",134493773,134494781,1009,"*","chr5:134493773-134494781",1905
224937,"chr5",134541722,134542462,741,"*","chr5:134541722-134542462",1778
224941,"chr5",134551923,134552970,1048,"*","chr5:134551923-134552970",8695
224945,"chr5",134571830,134573343,1514,"*","chr5:134571830-134573343",3630
224949,"chr5",134582670,134583094,425,"*","chr5:134582670-134583094",2594
224963,"chr5",134638835,134639913,1079,"*","chr5:134638835-134639913",6304
224969,"chr5",134675934,134677081,1148,"*","chr5:134675934-134677081",2511
224972,"chr5",134688583,134689535,953,"*","chr5:134688583-134689535",11588
224983,"chr5",134747121,134748787,1667,"*","chr5:134747121-134748787",2114
225015,"chr5",134907169,134907721,553,"*","chr5:134907169-134907721",1759
225019,"chr5",134932248,134933368,1121,"*","chr5:134932248-134933368",4172
225029,"chr5",134965566,134967051,1486,"*","chr5:134965566-134967051",3037
225032,"chr5",134985551,134986597,1047,"*","chr5:134985551-134986597",4035
225035,"chr5",135000936,135001938,1003,"*","chr5:135000936-135001938",2001
225037,"chr5",135008703,135010396,1694,"*","chr5:135008703-135010396",15161
225042,"chr5",135023347,135023870,524,"*","chr5:135023347-135023870",1989
225053,"chr5",135063893,135064933,1041,"*","chr5:135063893-135064933",4527
225054,"chr5",135076637,135078809,2173,"*","chr5:135076637-135078809",5532
225056,"chr5",135089490,135090226,737,"*","chr5:135089490-135090226",1882
225059,"chr5",135106738,135107357,620,"*","chr5:135106738-135107357",3200
225060,"chr5",135107778,135108777,1000,"*","chr5:135107778-135108777",4325
225066,"chr5",135148902,135149989,1088,"*","chr5:135148902-135149989",14411
225067,"chr5",135162458,135163371,914,"*","chr5:135162458-135163371",2625
225068,"chr5",135168243,135169204,962,"*","chr5:135168243-135169204",8604
225070,"chr5",135186655,135187850,1196,"*","chr5:135186655-135187850",9402
225075,"chr5",135250541,135251640,1100,"*","chr5:135250541-135251640",2002
225094,"chr5",135369471,135370523,1053,"*","chr5:135369471-135370523",2150
225096,"chr5",135394084,135394943,860,"*","chr5:135394084-135394943",3177
225110,"chr5",135488771,135490104,1334,"*","chr5:135488771-135490104",2934
225129,"chr5",135545172,135545975,804,"*","chr5:135545172-135545975",12223
225140,"chr5",135632584,135633182,599,"*","chr5:135632584-135633182",5751
225142,"chr5",135642570,135643931,1362,"*","chr5:135642570-135643931",3629
225154,"chr5",135674465,135675421,957,"*","chr5:135674465-135675421",5760
225158,"chr5",135688663,135689519,857,"*","chr5:135688663-135689519",12433
225163,"chr5",135707900,135708539,640,"*","chr5:135707900-135708539",3326
225165,"chr5",135711725,135712640,916,"*","chr5:135711725-135712640",3539
225166,"chr5",135713393,135714408,1016,"*","chr5:135713393-135714408",1784
225177,"chr5",135743434,135744725,1292,"*","chr5:135743434-135744725",5208
225182,"chr5",135778053,135779000,948,"*","chr5:135778053-135779000",11144
225184,"chr5",135794255,135795205,951,"*","chr5:135794255-135795205",2447
225197,"chr5",135877163,135878518,1356,"*","chr5:135877163-135878518",1765
225199,"chr5",135887597,135888271,675,"*","chr5:135887597-135888271",1852
225204,"chr5",135903342,135904349,1008,"*","chr5:135903342-135904349",4701
225212,"chr5",135934067,135935411,1345,"*","chr5:135934067-135935411",10094
225214,"chr5",135957377,135958172,796,"*","chr5:135957377-135958172",8359
225215,"chr5",135962413,135963229,817,"*","chr5:135962413-135963229",11739
225223,"chr5",135994799,135995677,879,"*","chr5:135994799-135995677",2839
225241,"chr5",136051317,136052412,1096,"*","chr5:136051317-136052412",3207
225247,"chr5",136083780,136084326,547,"*","chr5:136083780-136084326",4558
225256,"chr5",136116422,136117134,713,"*","chr5:136116422-136117134",4266
225257,"chr5",136135683,136136517,835,"*","chr5:136135683-136136517",3761
225262,"chr5",136170222,136171268,1047,"*","chr5:136170222-136171268",1883
225273,"chr5",136198640,136199545,906,"*","chr5:136198640-136199545",4005
225282,"chr5",136244019,136245746,1728,"*","chr5:136244019-136245746",2962
225298,"chr5",136312320,136313170,851,"*","chr5:136312320-136313170",1839
225320,"chr5",136403173,136404198,1026,"*","chr5:136403173-136404198",2071
225327,"chr5",136427376,136429176,1801,"*","chr5:136427376-136429176",1878
225338,"chr5",136471197,136471847,651,"*","chr5:136471197-136471847",2201
225364,"chr5",136533561,136534415,855,"*","chr5:136533561-136534415",2053
225378,"chr5",136566279,136567962,1684,"*","chr5:136566279-136567962",5241
225387,"chr5",136619370,136620497,1128,"*","chr5:136619370-136620497",1776
225442,"chr5",136881460,136883519,2060,"*","chr5:136881460-136883519",1950
225448,"chr5",136907889,136908479,591,"*","chr5:136907889-136908479",3245
225449,"chr5",136918873,136919641,769,"*","chr5:136918873-136919641",2973
225457,"chr5",136953061,136953754,694,"*","chr5:136953061-136953754",7006
225459,"chr5",136959075,136959817,743,"*","chr5:136959075-136959817",4019
225461,"chr5",136961877,136963023,1147,"*","chr5:136961877-136963023",6729
225462,"chr5",136966356,136967102,747,"*","chr5:136966356-136967102",2579
225463,"chr5",136967681,136968171,491,"*","chr5:136967681-136968171",1942
225465,"chr5",136986709,136987866,1158,"*","chr5:136986709-136987866",5782
225476,"chr5",137030009,137030552,544,"*","chr5:137030009-137030552",2423
225478,"chr5",137032687,137033268,582,"*","chr5:137032687-137033268",2877
225479,"chr5",137045615,137046527,913,"*","chr5:137045615-137046527",4232
225484,"chr5",137072084,137073220,1137,"*","chr5:137072084-137073220",5797
225502,"chr5",137115398,137116639,1242,"*","chr5:137115398-137116639",2290
225520,"chr5",137293325,137293854,530,"*","chr5:137293325-137293854",2790
225521,"chr5",137294010,137294969,960,"*","chr5:137294010-137294969",6083
225523,"chr5",137306958,137308147,1190,"*","chr5:137306958-137308147",4283
225524,"chr5",137313798,137314846,1049,"*","chr5:137313798-137314846",3407
225527,"chr5",137333384,137334402,1019,"*","chr5:137333384-137334402",4931
225529,"chr5",137338428,137340150,1723,"*","chr5:137338428-137340150",4247
225530,"chr5",137345783,137346380,598,"*","chr5:137345783-137346380",3000
225531,"chr5",137348103,137350663,2561,"*","chr5:137348103-137350663",9878
225538,"chr5",137375724,137378024,2301,"*","chr5:137375724-137378024",2474
225560,"chr5",137501769,137503270,1502,"*","chr5:137501769-137503270",11521
225561,"chr5",137510109,137511374,1266,"*","chr5:137510109-137511374",2110
225566,"chr5",137530709,137531687,979,"*","chr5:137530709-137531687",2538
225567,"chr5",137533022,137534011,990,"*","chr5:137533022-137534011",6931
225576,"chr5",137600398,137601520,1123,"*","chr5:137600398-137601520",8587
225579,"chr5",137610406,137611820,1415,"*","chr5:137610406-137611820",2497
225581,"chr5",137628315,137629876,1562,"*","chr5:137628315-137629876",15115
225582,"chr5",137630385,137631139,755,"*","chr5:137630385-137631139",3008
225589,"chr5",137657108,137657679,572,"*","chr5:137657108-137657679",2381
225595,"chr5",137671402,137672507,1106,"*","chr5:137671402-137672507",2909
225599,"chr5",137684492,137685268,777,"*","chr5:137684492-137685268",8657
225611,"chr5",137741087,137742095,1009,"*","chr5:137741087-137742095",5833
225612,"chr5",137745503,137746755,1253,"*","chr5:137745503-137746755",6164
225616,"chr5",137760009,137760662,654,"*","chr5:137760009-137760662",2097
225620,"chr5",137778519,137779813,1295,"*","chr5:137778519-137779813",6139
225621,"chr5",137785972,137788048,2077,"*","chr5:137785972-137788048",12736
225652,"chr5",138084780,138085453,674,"*","chr5:138084780-138085453",2760
225654,"chr5",138088363,138089813,1451,"*","chr5:138088363-138089813",4927
225660,"chr5",138116606,138117477,872,"*","chr5:138116606-138117477",3253
225666,"chr5",138155321,138156170,850,"*","chr5:138155321-138156170",5305
225667,"chr5",138160782,138161624,843,"*","chr5:138160782-138161624",3125
225669,"chr5",138171043,138172699,1657,"*","chr5:138171043-138172699",11508
225670,"chr5",138186917,138188254,1338,"*","chr5:138186917-138188254",4320
225671,"chr5",138194005,138195452,1448,"*","chr5:138194005-138195452",3955
225681,"chr5",138255323,138256537,1215,"*","chr5:138255323-138256537",7704
225683,"chr5",138263538,138264395,858,"*","chr5:138263538-138264395",2730
225686,"chr5",138279857,138280692,836,"*","chr5:138279857-138280692",4092
225695,"chr5",138441406,138442333,928,"*","chr5:138441406-138442333",4629
225700,"chr5",138619366,138620184,819,"*","chr5:138619366-138620184",5932
225701,"chr5",138622713,138623197,485,"*","chr5:138622713-138623197",4748
225722,"chr5",138753965,138755435,1471,"*","chr5:138753965-138755435",5263
225723,"chr5",138756549,138757287,739,"*","chr5:138756549-138757287",3633
225731,"chr5",138788511,138789363,853,"*","chr5:138788511-138789363",2381
225764,"chr5",138920172,138920802,631,"*","chr5:138920172-138920802",2636
225779,"chr5",138980052,138981163,1112,"*","chr5:138980052-138981163",2775
225784,"chr5",138994838,138996749,1912,"*","chr5:138994838-138996749",6394
225833,"chr5",139149507,139150520,1014,"*","chr5:139149507-139150520",12721
225840,"chr5",139200120,139201020,901,"*","chr5:139200120-139201020",8532
225849,"chr5",139251919,139253315,1397,"*","chr5:139251919-139253315",10235
225856,"chr5",139281568,139282801,1234,"*","chr5:139281568-139282801",1870
225868,"chr5",139317227,139318193,967,"*","chr5:139317227-139318193",4843
225871,"chr5",139325259,139326020,762,"*","chr5:139325259-139326020",1775
225877,"chr5",139345063,139345651,589,"*","chr5:139345063-139345651",3800
225882,"chr5",139364370,139365541,1172,"*","chr5:139364370-139365541",2947
225884,"chr5",139368820,139369493,674,"*","chr5:139368820-139369493",2472
225885,"chr5",139371756,139372678,923,"*","chr5:139371756-139372678",4229
225890,"chr5",139379098,139379553,456,"*","chr5:139379098-139379553",2907
225891,"chr5",139380298,139381042,745,"*","chr5:139380298-139381042",6145
225899,"chr5",139398006,139398945,940,"*","chr5:139398006-139398945",1812
225920,"chr5",139460265,139460985,721,"*","chr5:139460265-139460985",4501
225925,"chr5",139484210,139485005,796,"*","chr5:139484210-139485005",6516
225958,"chr5",139598843,139600188,1346,"*","chr5:139598843-139600188",1900
225983,"chr5",139694621,139695645,1025,"*","chr5:139694621-139695645",2781
225994,"chr5",139735884,139737002,1119,"*","chr5:139735884-139737002",4675
225998,"chr5",139749533,139750276,744,"*","chr5:139749533-139750276",2027
226003,"chr5",139775358,139776140,783,"*","chr5:139775358-139776140",3584
226005,"chr5",139791170,139792384,1215,"*","chr5:139791170-139792384",6040
226006,"chr5",139793252,139793889,638,"*","chr5:139793252-139793889",2017
226007,"chr5",139796965,139797500,536,"*","chr5:139796965-139797500",2945
226009,"chr5",139803402,139804534,1133,"*","chr5:139803402-139804534",1799
226011,"chr5",139814019,139814642,624,"*","chr5:139814019-139814642",3646
226035,"chr5",139932205,139933356,1152,"*","chr5:139932205-139933356",1863
226054,"chr5",140024127,140024826,700,"*","chr5:140024127-140024826",2055
226129,"chr5",140321248,140322278,1031,"*","chr5:140321248-140322278",4875
226130,"chr5",140331570,140332587,1018,"*","chr5:140331570-140332587",2661
226138,"chr5",140364432,140365047,616,"*","chr5:140364432-140365047",2235
226149,"chr5",140388849,140389767,919,"*","chr5:140388849-140389767",3905
226156,"chr5",140418364,140419978,1615,"*","chr5:140418364-140419978",5853
226165,"chr5",140505366,140505992,627,"*","chr5:140505366-140505992",5280
226195,"chr5",140606493,140607892,1400,"*","chr5:140606493-140607892",3366
226197,"chr5",140610326,140612015,1690,"*","chr5:140610326-140612015",2539
226210,"chr5",140648764,140649593,830,"*","chr5:140648764-140649593",6183
226227,"chr5",140701932,140702620,689,"*","chr5:140701932-140702620",3274
226228,"chr5",140704473,140705368,896,"*","chr5:140704473-140705368",10952
226237,"chr5",140748580,140750055,1476,"*","chr5:140748580-140750055",4009
226243,"chr5",140767716,140768483,768,"*","chr5:140767716-140768483",1767
226262,"chr5",140812662,140813389,728,"*","chr5:140812662-140813389",2787
226264,"chr5",140815306,140815973,668,"*","chr5:140815306-140815973",2021
226271,"chr5",140830038,140831071,1034,"*","chr5:140830038-140831071",10085
226330,"chr5",141240891,141241972,1082,"*","chr5:141240891-141241972",4654
226336,"chr5",141380115,141381356,1242,"*","chr5:141380115-141381356",3096
226364,"chr5",141574300,141574859,560,"*","chr5:141574300-141574859",1800
226396,"chr5",141857887,141859241,1355,"*","chr5:141857887-141859241",2259
226456,"chr5",142367193,142368155,963,"*","chr5:142367193-142368155",6095
226465,"chr5",142401149,142402340,1192,"*","chr5:142401149-142402340",3195
226475,"chr5",142424522,142425614,1093,"*","chr5:142424522-142425614",1981
226480,"chr5",142439973,142441389,1417,"*","chr5:142439973-142441389",9779
226482,"chr5",142451855,142452420,566,"*","chr5:142451855-142452420",1841
226484,"chr5",142463635,142464371,737,"*","chr5:142463635-142464371",5244
226501,"chr5",142550046,142551535,1490,"*","chr5:142550046-142551535",3327
226513,"chr5",142628899,142630061,1163,"*","chr5:142628899-142630061",6214
226514,"chr5",142640072,142640662,591,"*","chr5:142640072-142640662",2197
226552,"chr5",142817500,142818361,862,"*","chr5:142817500-142818361",8206
226553,"chr5",142818768,142819198,431,"*","chr5:142818768-142819198",3186
226555,"chr5",142821488,142822169,682,"*","chr5:142821488-142822169",6943
226556,"chr5",142822880,142824086,1207,"*","chr5:142822880-142824086",4927
226557,"chr5",142825774,142826320,547,"*","chr5:142825774-142826320",2240
226572,"chr5",142894880,142895725,846,"*","chr5:142894880-142895725",3722
226575,"chr5",142905846,142907140,1295,"*","chr5:142905846-142907140",10555
226578,"chr5",142909141,142910247,1107,"*","chr5:142909141-142910247",2748
226590,"chr5",142935773,142936836,1064,"*","chr5:142935773-142936836",1842
226595,"chr5",142961415,142962633,1219,"*","chr5:142961415-142962633",2345
226637,"chr5",143112404,143113441,1038,"*","chr5:143112404-143113441",4433
226644,"chr5",143180415,143181263,849,"*","chr5:143180415-143181263",4998
226645,"chr5",143234980,143235939,960,"*","chr5:143234980-143235939",4942
226652,"chr5",143269377,143270411,1035,"*","chr5:143269377-143270411",2140
226663,"chr5",143314609,143315757,1149,"*","chr5:143314609-143315757",3088
226680,"chr5",143403571,143404658,1088,"*","chr5:143403571-143404658",3662
226690,"chr5",143464241,143465224,984,"*","chr5:143464241-143465224",2770
226706,"chr5",143527603,143528541,939,"*","chr5:143527603-143528541",5655
226709,"chr5",143548464,143549134,671,"*","chr5:143548464-143549134",5531
226731,"chr5",143622217,143623035,819,"*","chr5:143622217-143623035",3776
226744,"chr5",143654588,143655791,1204,"*","chr5:143654588-143655791",2121
226768,"chr5",143731820,143732920,1101,"*","chr5:143731820-143732920",9092
226770,"chr5",143758036,143758636,601,"*","chr5:143758036-143758636",2428
226772,"chr5",143817225,143818459,1235,"*","chr5:143817225-143818459",6034
226779,"chr5",143909430,143910347,918,"*","chr5:143909430-143910347",7438
226798,"chr5",144014618,144015301,684,"*","chr5:144014618-144015301",2948
226812,"chr5",144098120,144099077,958,"*","chr5:144098120-144099077",3447
226813,"chr5",144100286,144100900,615,"*","chr5:144100286-144100900",3933
226850,"chr5",144222920,144224074,1155,"*","chr5:144222920-144224074",5840
226860,"chr5",144254426,144257065,2640,"*","chr5:144254426-144257065",7975
226861,"chr5",144258045,144259173,1129,"*","chr5:144258045-144259173",3591
226891,"chr5",144357904,144359021,1118,"*","chr5:144357904-144359021",11242
226892,"chr5",144360108,144360906,799,"*","chr5:144360108-144360906",2439
226944,"chr5",144767943,144769139,1197,"*","chr5:144767943-144769139",5733
226987,"chr5",144964909,144966515,1607,"*","chr5:144964909-144966515",5043
226993,"chr5",145083665,145084360,696,"*","chr5:145083665-145084360",4375
226996,"chr5",145113817,145115242,1426,"*","chr5:145113817-145115242",2571
226997,"chr5",145116329,145117038,710,"*","chr5:145116329-145117038",1864
227003,"chr5",145139731,145140727,997,"*","chr5:145139731-145140727",4782
227006,"chr5",145166724,145167695,972,"*","chr5:145166724-145167695",5410
227009,"chr5",145190754,145191950,1197,"*","chr5:145190754-145191950",3646
227010,"chr5",145201756,145202199,444,"*","chr5:145201756-145202199",1786
227011,"chr5",145204093,145204823,731,"*","chr5:145204093-145204823",11823
227016,"chr5",145231318,145232459,1142,"*","chr5:145231318-145232459",5798
227019,"chr5",145280438,145281313,876,"*","chr5:145280438-145281313",4309
227036,"chr5",146189754,146190638,885,"*","chr5:146189754-146190638",2323
227038,"chr5",146199213,146199612,400,"*","chr5:146199213-146199612",1923
227042,"chr5",146205445,146206177,733,"*","chr5:146205445-146206177",5297
227043,"chr5",146220778,146221798,1021,"*","chr5:146220778-146221798",6617
227044,"chr5",146230788,146232015,1228,"*","chr5:146230788-146232015",5083
227053,"chr5",146261084,146261576,493,"*","chr5:146261084-146261576",6023
227063,"chr5",146289954,146290936,983,"*","chr5:146289954-146290936",1770
227120,"chr5",146676297,146677520,1224,"*","chr5:146676297-146677520",2231
227124,"chr5",146687770,146688523,754,"*","chr5:146687770-146688523",2901
227147,"chr5",146771917,146772521,605,"*","chr5:146771917-146772521",1919
227156,"chr5",146794171,146795421,1251,"*","chr5:146794171-146795421",5869
227164,"chr5",146832710,146833649,940,"*","chr5:146832710-146833649",5311
227166,"chr5",146844546,146845603,1058,"*","chr5:146844546-146845603",2900
227191,"chr5",146948263,146949343,1081,"*","chr5:146948263-146949343",3677
227200,"chr5",146974134,146975299,1166,"*","chr5:146974134-146975299",2840
227237,"chr5",147076324,147077308,985,"*","chr5:147076324-147077308",7943
227238,"chr5",147077474,147078132,659,"*","chr5:147077474-147078132",3637
227289,"chr5",147429792,147431717,1926,"*","chr5:147429792-147431717",5142
227291,"chr5",147435332,147436235,904,"*","chr5:147435332-147436235",1905
227398,"chr5",147860184,147861442,1259,"*","chr5:147860184-147861442",3438
227404,"chr5",147894405,147895227,823,"*","chr5:147894405-147895227",4785
227472,"chr5",148398943,148400483,1541,"*","chr5:148398943-148400483",3853
227504,"chr5",148552321,148553256,936,"*","chr5:148552321-148553256",8531
227513,"chr5",148597851,148598898,1048,"*","chr5:148597851-148598898",1855
227544,"chr5",148756436,148758512,2077,"*","chr5:148756436-148758512",2490
227552,"chr5",148788813,148790158,1346,"*","chr5:148788813-148790158",4382
227594,"chr5",148908938,148910023,1086,"*","chr5:148908938-148910023",1949
227602,"chr5",148928496,148929375,880,"*","chr5:148928496-148929375",7193
227603,"chr5",148931307,148931999,693,"*","chr5:148931307-148931999",1834
227616,"chr5",148958991,148960750,1760,"*","chr5:148958991-148960750",5913
227618,"chr5",148968648,148970203,1556,"*","chr5:148968648-148970203",1760
227622,"chr5",148977701,148979106,1406,"*","chr5:148977701-148979106",3848
227625,"chr5",148990776,148991585,810,"*","chr5:148990776-148991585",2871
227626,"chr5",148994482,148995675,1194,"*","chr5:148994482-148995675",6679
227630,"chr5",149002108,149002995,888,"*","chr5:149002108-149002995",3382
227632,"chr5",149006292,149007464,1173,"*","chr5:149006292-149007464",4326
227639,"chr5",149031240,149032000,761,"*","chr5:149031240-149032000",2308
227641,"chr5",149037572,149038310,739,"*","chr5:149037572-149038310",2238
227643,"chr5",149051381,149052635,1255,"*","chr5:149051381-149052635",4236
227644,"chr5",149052810,149053605,796,"*","chr5:149052810-149053605",7777
227666,"chr5",149183909,149184985,1077,"*","chr5:149183909-149184985",10921
227676,"chr5",149229017,149229746,730,"*","chr5:149229017-149229746",6899
227697,"chr5",149320370,149321387,1018,"*","chr5:149320370-149321387",3202
227698,"chr5",149322193,149323679,1487,"*","chr5:149322193-149323679",4837
227699,"chr5",149329396,149330143,748,"*","chr5:149329396-149330143",2051
227761,"chr5",149611459,149612377,919,"*","chr5:149611459-149612377",1856
227765,"chr5",149616826,149617428,603,"*","chr5:149616826-149617428",1840
227766,"chr5",149622305,149623240,936,"*","chr5:149622305-149623240",2013
227768,"chr5",149635804,149637099,1296,"*","chr5:149635804-149637099",10615
227772,"chr5",149678168,149679097,930,"*","chr5:149678168-149679097",4548
227846,"chr5",150118436,150119423,988,"*","chr5:150118436-150119423",2602
227867,"chr5",150195648,150196762,1115,"*","chr5:150195648-150196762",1899
227934,"chr5",150522040,150523154,1115,"*","chr5:150522040-150523154",2611
227943,"chr5",150593237,150595061,1825,"*","chr5:150593237-150595061",2390
227958,"chr5",150665181,150666135,955,"*","chr5:150665181-150666135",8886
227959,"chr5",150673450,150674663,1214,"*","chr5:150673450-150674663",7612
227993,"chr5",150912185,150913339,1155,"*","chr5:150912185-150913339",4220
227995,"chr5",150917204,150918125,922,"*","chr5:150917204-150918125",2090
228001,"chr5",150952356,150953610,1255,"*","chr5:150952356-150953610",3855
228031,"chr5",151059415,151061035,1621,"*","chr5:151059415-151061035",1992
228053,"chr5",151142136,151143641,1506,"*","chr5:151142136-151143641",1830
228069,"chr5",151176010,151176616,607,"*","chr5:151176010-151176616",1904
228074,"chr5",151189539,151190607,1069,"*","chr5:151189539-151190607",2562
228085,"chr5",151233161,151234379,1219,"*","chr5:151233161-151234379",2388
228105,"chr5",151368136,151369288,1153,"*","chr5:151368136-151369288",12161
228123,"chr5",151650804,151651609,806,"*","chr5:151650804-151651609",4106
228131,"chr6",3201137,3201802,666,"*","chr6:3201137-3201802",2601
228170,"chr6",3498180,3498759,580,"*","chr6:3498180-3498759",3263
228198,"chr6",4003428,4004564,1137,"*","chr6:4003428-4004564",2041
228206,"chr6",4086491,4087406,916,"*","chr6:4086491-4087406",4585
228236,"chr6",4488299,4490566,2268,"*","chr6:4488299-4490566",2526
228254,"chr6",4600291,4602015,1725,"*","chr6:4600291-4602015",3151
228274,"chr6",4749126,4749680,555,"*","chr6:4749126-4749680",2661
228281,"chr6",4902799,4904677,1879,"*","chr6:4902799-4904677",3101
228336,"chr6",5110178,5110972,795,"*","chr6:5110178-5110972",2038
228362,"chr6",5297400,5298739,1340,"*","chr6:5297400-5298739",3614
228392,"chr6",5496050,5497213,1164,"*","chr6:5496050-5497213",10327
228397,"chr6",5509381,5510356,976,"*","chr6:5509381-5510356",5981
228450,"chr6",5991901,5992995,1095,"*","chr6:5991901-5992995",1931
228473,"chr6",6134870,6135607,738,"*","chr6:6134870-6135607",2527
228503,"chr6",6216157,6217572,1416,"*","chr6:6216157-6217572",4511
228504,"chr6",6219790,6220324,535,"*","chr6:6219790-6220324",2353
228540,"chr6",6577896,6579210,1315,"*","chr6:6577896-6579210",4246
228571,"chr6",6955656,6956688,1033,"*","chr6:6955656-6956688",5181
228616,"chr6",7844347,7845577,1231,"*","chr6:7844347-7845577",7570
228655,"chr6",8208939,8209980,1042,"*","chr6:8208939-8209980",6383
228657,"chr6",8258989,8259904,916,"*","chr6:8258989-8259904",9083
228698,"chr6",8509081,8510566,1486,"*","chr6:8509081-8510566",9410
228742,"chr6",8777462,8778792,1331,"*","chr6:8777462-8778792",2446
228836,"chr6",11907109,11908255,1147,"*","chr6:11907109-11908255",7846
228838,"chr6",11925480,11926842,1363,"*","chr6:11925480-11926842",3018
228845,"chr6",11998370,12000111,1742,"*","chr6:11998370-12000111",2035
228853,"chr6",12026782,12027757,976,"*","chr6:12026782-12027757",2780
228939,"chr6",13052109,13053384,1276,"*","chr6:13052109-13053384",3896
228943,"chr6",13069544,13071037,1494,"*","chr6:13069544-13071037",5867
228960,"chr6",13586306,13587098,793,"*","chr6:13586306-13587098",1805
228963,"chr6",13607176,13608424,1249,"*","chr6:13607176-13608424",4391
228967,"chr6",13677218,13678495,1278,"*","chr6:13677218-13678495",9272
228971,"chr6",13763665,13764300,636,"*","chr6:13763665-13764300",1943
228973,"chr6",13816502,13817308,807,"*","chr6:13816502-13817308",4136
228980,"chr6",13871142,13872047,906,"*","chr6:13871142-13872047",4681
229044,"chr6",15720035,15721810,1776,"*","chr6:15720035-15721810",3075
229048,"chr6",15730276,15731245,970,"*","chr6:15730276-15731245",1833
229098,"chr6",16503679,16504482,804,"*","chr6:16503679-16504482",2063
229140,"chr6",17064890,17066203,1314,"*","chr6:17064890-17066203",3470
229182,"chr6",17280984,17282111,1128,"*","chr6:17280984-17282111",2695
229218,"chr6",17463360,17465428,2069,"*","chr6:17463360-17465428",5742
