"peak_index","seqnames","start","end","width","strand","name","peak_detection","top_peak_col","is_retained_after_pacs"
124614,"chr17",34626884,34628786,1903,"*","chr17:34626884-34628786",3451,4097,TRUE
245630,"chr7",4865902,4866677,776,"*","chr7:4865902-4866677",3451,8040,TRUE
207397,"chr4",144892224,144893407,1184,"*","chr4:144892224-144893407",3450,6773,TRUE
61896,"chr12",70974414,70975391,978,"*","chr12:70974414-70975391",3448,2140,TRUE
129462,"chr17",75551211,75552440,1230,"*","chr17:75551211-75552440",3448,4277,TRUE
254941,"chr7",99380619,99382033,1415,"*","chr7:99380619-99382033",3448,8481,TRUE
218195,"chr5",91962430,91963667,1238,"*","chr5:91962430-91963667",3445,7141,TRUE
142993,"chr19",6046151,6047424,1274,"*","chr19:6046151-6047424",3444,4682,TRUE
165221,"chr2",121413243,121414275,1033,"*","chr2:121413243-121414275",3444,5424,TRUE
115988,"chr16",57231125,57232004,880,"*","chr16:57231125-57232004",3443,3789,TRUE
12382,"chr1",131910089,131911658,1570,"*","chr1:131910089-131911658",3442,335,TRUE
142864,"chr19",5567303,5568728,1426,"*","chr19:5567303-5568728",3442,4667,TRUE
155314,"chr2",32693335,32694710,1376,"*","chr2:32693335-32694710",3440,5164,TRUE
295630,"chrX",20687451,20689190,1740,"*","chrX:20687451-20689190",3440,9897,TRUE
103503,"chr15",76723559,76725163,1605,"*","chr15:76723559-76725163",3439,3301,TRUE
173366,"chr2",173159456,173160621,1166,"*","chr2:173159456-173160621",3439,5704,TRUE
14993,"chr1",154150172,154151109,938,"*","chr1:154150172-154151109",3437,418,TRUE
166744,"chr2",131233589,131234723,1135,"*","chr2:131233589-131234723",3437,5491,TRUE
119835,"chr17",3114552,3116082,1531,"*","chr17:3114552-3116082",3436,3873,TRUE
275006,"chr8",115706586,115708599,2014,"*","chr8:115706586-115708599",3433,9194,TRUE
165355,"chr2",122377294,122378386,1093,"*","chr2:122377294-122378386",3431,5433,TRUE
217744,"chr5",88764633,88765670,1038,"*","chr5:88764633-88765670",3428,7132,TRUE
225484,"chr5",137072084,137073220,1137,"*","chr5:137072084-137073220",3428,7412,TRUE
169463,"chr2",153345278,153346275,998,"*","chr2:153345278-153346275",3423,5560,TRUE
57477,"chr12",16893883,16895857,1975,"*","chr12:16893883-16895857",3421,2036,TRUE
247554,"chr7",30649874,30650671,798,"*","chr7:30649874-30650671",3420,8220,TRUE
257643,"chr7",118705366,118706518,1153,"*","chr7:118705366-118706518",3419,8571,TRUE
40214,"chr11",31827999,31828819,821,"*","chr11:31827999-31828819",3418,1261,TRUE
291892,"chr9",108338850,108339879,1030,"*","chr9:108338850-108339879",3418,9758,TRUE
262361,"chr8",4324748,4325771,1024,"*","chr8:4324748-4325771",3416,8764,TRUE
154633,"chr2",30093534,30094278,745,"*","chr2:30093534-30094278",3415,5106,TRUE
97166,"chr15",11399483,11400187,705,"*","chr15:11399483-11400187",3412,3118,TRUE
250932,"chr7",68129095,68130366,1272,"*","chr7:68129095-68130366",3410,8371,TRUE
111312,"chr16",22264909,22266406,1498,"*","chr16:22264909-22266406",3409,3676,TRUE
147832,"chr19",41933127,41933824,698,"*","chr19:41933127-41933824",3408,4878,TRUE
166736,"chr2",131209914,131210823,910,"*","chr2:131209914-131210823",3407,5490,TRUE
92227,"chr14",75833686,75835582,1897,"*","chr14:75833686-75835582",3406,3025,TRUE
29777,"chr10",75893061,75893691,631,"*","chr10:75893061-75893691",3405,811,TRUE
36873,"chr10",128270314,128270939,626,"*","chr10:128270314-128270939",3403,1102,TRUE
125663,"chr17",45433209,45434546,1338,"*","chr17:45433209-45434546",3400,4153,TRUE
261293,"chr7",141094113,141095367,1255,"*","chr7:141094113-141095367",3397,8707,TRUE
91506,"chr14",70629132,70630629,1498,"*","chr14:70629132-70630629",3396,3005,TRUE
104214,"chr15",79774150,79774921,772,"*","chr15:79774150-79774921",3395,3337,TRUE
153723,"chr2",26021021,26022502,1482,"*","chr2:26021021-26022502",3395,5066,TRUE
247991,"chr7",35554847,35556494,1648,"*","chr7:35554847-35556494",3395,8240,TRUE
284071,"chr9",55511669,55512646,978,"*","chr9:55511669-55512646",3395,9487,TRUE
187343,"chr3",131364420,131365571,1152,"*","chr3:131364420-131365571",3393,6141,TRUE
241802,"chr6",124711911,124712792,882,"*","chr6:124711911-124712792",3393,7924,TRUE
122800,"chr17",26621008,26621995,988,"*","chr17:26621008-26621995",3391,3996,TRUE
84952,"chr14",21830855,21832001,1147,"*","chr14:21830855-21832001",3388,2780,TRUE
188283,"chr3",138442512,138443647,1136,"*","chr3:138442512-138443647",3388,6157,TRUE
97932,"chr15",25876504,25877680,1177,"*","chr15:25876504-25877680",3387,3133,TRUE
5598,"chr1",63176379,63177429,1051,"*","chr1:63176379-63177429",3386,141,TRUE
139434,"chr18",66002056,66003167,1112,"*","chr18:66002056-66003167",3386,4540,TRUE
218206,"chr5",92083009,92084223,1215,"*","chr5:92083009-92084223",3386,7143,TRUE
9890,"chr1",93824833,93825916,1084,"*","chr1:93824833-93825916",3385,283,TRUE
12521,"chr1",132333644,132334608,965,"*","chr1:132333644-132334608",3385,343,TRUE
279515,"chr9",21927071,21927917,847,"*","chr9:21927071-21927917",3385,9347,TRUE
60531,"chr12",52445698,52447104,1407,"*","chr12:52445698-52447104",3384,2100,TRUE
147594,"chr19",40513111,40514233,1123,"*","chr19:40513111-40514233",3383,4870,TRUE
57948,"chr12",25092471,25093700,1230,"*","chr12:25092471-25093700",3381,2056,TRUE
292188,"chr9",110532003,110533332,1330,"*","chr9:110532003-110533332",3378,9786,TRUE
36977,"chr10",128803959,128805937,1979,"*","chr10:128803959-128805937",3371,1124,TRUE
50856,"chr11",97884173,97884843,671,"*","chr11:97884173-97884843",3370,1729,TRUE
248839,"chr7",45061585,45063032,1448,"*","chr7:45061585-45063032",3370,8291,TRUE
52484,"chr11",106036576,106037416,841,"*","chr11:106036576-106037416",3369,1841,TRUE
272369,"chr8",94098047,94098950,904,"*","chr8:94098047-94098950",3369,9088,TRUE
30132,"chr10",77581425,77582546,1122,"*","chr10:77581425-77582546",3367,831,TRUE
93697,"chr14",99045586,99046901,1316,"*","chr14:99045586-99046901",3367,3050,TRUE
108833,"chr16",4639892,4641211,1320,"*","chr16:4639892-4641211",3367,3570,TRUE
165642,"chr2",125247256,125248344,1089,"*","chr2:125247256-125248344",3358,5436,TRUE
49841,"chr11",93968121,93968896,776,"*","chr11:93968121-93968896",3356,1673,TRUE
197121,"chr4",74251442,74253029,1588,"*","chr4:74251442-74253029",3354,6377,TRUE
210772,"chr5",20950924,20952306,1383,"*","chr5:20950924-20952306",3352,6917,TRUE
272570,"chr8",94976809,94977828,1020,"*","chr8:94976809-94977828",3351,9106,TRUE
55435,"chr11",119915816,119917041,1226,"*","chr11:119915816-119917041",3348,1952,TRUE
291886,"chr9",108296203,108297199,997,"*","chr9:108296203-108297199",3348,9756,TRUE
194242,"chr4",46450640,46452942,2303,"*","chr4:46450640-46452942",3347,6320,TRUE
240917,"chr6",117916831,117918118,1288,"*","chr6:117916831-117918118",3345,7895,TRUE
107380,"chr15",98608921,98610581,1661,"*","chr15:98608921-98610581",3344,3474,TRUE
185153,"chr3",108591102,108592155,1054,"*","chr3:108591102-108592155",3343,6078,TRUE
28471,"chr10",67096062,67099036,2975,"*","chr10:67096062-67099036",3342,767,TRUE
204819,"chr4",133338875,133339925,1051,"*","chr4:133338875-133339925",3342,6653,TRUE
202760,"chr4",120569741,120571316,1576,"*","chr4:120569741-120571316",3341,6550,TRUE
139717,"chr18",67774627,67775677,1051,"*","chr18:67774627-67775677",3339,4546,TRUE
30719,"chr10",80797745,80799169,1425,"*","chr10:80797745-80799169",3338,899,TRUE
106907,"chr15",96285338,96286275,938,"*","chr15:96285338-96286275",3338,3452,TRUE
108321,"chr15",102246382,102248294,1913,"*","chr15:102246382-102248294",3337,3530,TRUE
135544,"chr18",38296473,38297450,978,"*","chr18:38296473-38297450",3336,4460,TRUE
148421,"chr19",44930574,44931884,1311,"*","chr19:44930574-44931884",3334,4903,TRUE
205111,"chr4",134534573,134535832,1260,"*","chr4:134534573-134535832",3334,6682,TRUE
274110,"chr8",109692859,109693923,1065,"*","chr8:109692859-109693923",3332,9162,TRUE
95912,"chr14",122534007,122534821,815,"*","chr14:122534007-122534821",3331,3092,TRUE
264838,"chr8",25597032,25597935,904,"*","chr8:25597032-25597935",3331,8828,TRUE
240021,"chr6",113045747,113046777,1031,"*","chr6:113045747-113046777",3330,7864,TRUE
183177,"chr3",96499649,96501357,1709,"*","chr3:96499649-96501357",3328,5993,TRUE
209009,"chr4",154022410,154023308,899,"*","chr4:154022410-154023308",3328,6852,TRUE
48796,"chr11",86544232,86545475,1244,"*","chr11:86544232-86545475",3327,1631,TRUE
111078,"chr16",21204451,21205306,856,"*","chr16:21204451-21205306",3324,3670,TRUE
264169,"chr8",22059955,22061014,1060,"*","chr8:22059955-22061014",3323,8809,TRUE
118787,"chr16",92399697,92400671,975,"*","chr16:92399697-92400671",3322,3841,TRUE
30590,"chr10",80281334,80282599,1266,"*","chr10:80281334-80282599",3320,879,TRUE
37064,"chr11",3288096,3290609,2514,"*","chr11:3288096-3290609",3316,1134,TRUE
240147,"chr6",113689942,113691292,1351,"*","chr6:113689942-113691292",3316,7875,TRUE
241488,"chr6",121109696,121110824,1129,"*","chr6:121109696-121110824",3314,7914,TRUE
37132,"chr11",3536990,3537538,549,"*","chr11:3536990-3537538",3312,1141,TRUE
50201,"chr11",95384390,95385222,833,"*","chr11:95384390-95385222",3312,1691,TRUE
69926,"chr13",14612944,14613656,713,"*","chr13:14612944-14613656",3312,2363,TRUE
10790,"chr1",118672079,118672818,740,"*","chr1:118672079-118672818",3311,302,TRUE
102353,"chr15",67083022,67083649,628,"*","chr15:67083022-67083649",3308,3248,TRUE
133334,"chr18",14782962,14783962,1001,"*","chr18:14782962-14783962",3307,4371,TRUE
129701,"chr17",78835038,78836002,965,"*","chr17:78835038-78836002",3305,4283,TRUE
247975,"chr7",35447589,35449405,1817,"*","chr7:35447589-35449405",3305,8239,TRUE
7829,"chr1",82634518,82635245,728,"*","chr1:82634518-82635245",3303,221,TRUE
257941,"chr7",120981666,120982973,1308,"*","chr7:120981666-120982973",3302,8588,TRUE
234084,"chr6",57702567,57703692,1126,"*","chr6:57702567-57703692",3301,7687,TRUE
286918,"chr9",69289393,69291006,1614,"*","chr9:69289393-69291006",3300,9590,TRUE
288266,"chr9",77910235,77911402,1168,"*","chr9:77910235-77911402",3300,9619,TRUE
211829,"chr5",30232095,30233152,1058,"*","chr5:30232095-30233152",3299,6953,TRUE
18569,"chr1",179546007,179547009,1003,"*","chr1:179546007-179547009",3296,521,TRUE
242760,"chr6",129532689,129533931,1243,"*","chr6:129532689-129533931",3296,7967,TRUE
206979,"chr4",141623172,141624396,1225,"*","chr4:141623172-141624396",3294,6758,TRUE
45581,"chr11",69364533,69365482,950,"*","chr11:69364533-69365482",3292,1445,TRUE
49873,"chr11",94158520,94159988,1469,"*","chr11:94158520-94159988",3292,1677,TRUE
205593,"chr4",136309975,136311842,1868,"*","chr4:136309975-136311842",3292,6703,TRUE
182206,"chr3",89177202,89178029,828,"*","chr3:89177202-89178029",3284,5918,TRUE
258085,"chr7",122066877,122067731,855,"*","chr7:122066877-122067731",3284,8592,TRUE
127810,"chr17",64600102,64601866,1765,"*","chr17:64600102-64601866",3282,4237,TRUE
75646,"chr13",54564969,54566616,1648,"*","chr13:54564969-54566616",3281,2512,TRUE
257287,"chr7",116268061,116269093,1033,"*","chr7:116268061-116269093",3280,8559,TRUE
273229,"chr8",104591169,104592308,1140,"*","chr8:104591169-104592308",3278,9123,TRUE
285554,"chr9",62828600,62829330,731,"*","chr9:62828600-62829330",3277,9539,TRUE
153646,"chr2",25557349,25558543,1195,"*","chr2:25557349-25558543",3276,5062,TRUE
175910,"chr3",27153340,27154368,1029,"*","chr3:27153340-27154368",3274,5768,TRUE
243264,"chr6",135559475,135560201,727,"*","chr6:135559475-135560201",3273,7980,TRUE
248724,"chr7",44496217,44497093,877,"*","chr7:44496217-44497093",3270,8270,TRUE
147561,"chr19",40413997,40415703,1707,"*","chr19:40413997-40415703",3269,4867,TRUE
259013,"chr7",127895212,127896060,849,"*","chr7:127895212-127896060",3267,8653,TRUE
39861,"chr11",29246892,29247820,929,"*","chr11:29246892-29247820",3266,1242,TRUE
232309,"chr6",47594235,47595756,1522,"*","chr6:47594235-47595756",3265,7628,TRUE
237962,"chr6",94283526,94284587,1062,"*","chr6:94283526-94284587",3265,7832,TRUE
98561,"chr15",31601397,31602448,1052,"*","chr15:31601397-31602448",3261,3148,TRUE
24885,"chr10",30842321,30843581,1261,"*","chr10:30842321-30843581",3259,665,TRUE
42107,"chr11",48855516,48857309,1794,"*","chr11:48855516-48857309",3259,1292,TRUE
86502,"chr14",30548126,30549888,1763,"*","chr14:30548126-30549888",3259,2830,TRUE
270307,"chr8",80738503,80740097,1595,"*","chr8:80738503-80740097",3259,9011,TRUE
218014,"chr5",90640312,90641340,1029,"*","chr5:90640312-90641340",3258,7139,TRUE
43736,"chr11",58954063,58955453,1391,"*","chr11:58954063-58955453",3257,1372,TRUE
64498,"chr12",85219146,85219831,686,"*","chr12:85219146-85219831",3257,2211,TRUE
9443,"chr1",91455700,91456943,1244,"*","chr1:91455700-91456943",3255,264,TRUE
119034,"chr16",93603528,93604424,897,"*","chr16:93603528-93604424",3255,3843,TRUE
122661,"chr17",26138406,26139482,1077,"*","chr17:26138406-26139482",3255,3988,TRUE
191495,"chr4",11253691,11254658,968,"*","chr4:11253691-11254658",3247,6217,TRUE
111468,"chr16",23107179,23108668,1490,"*","chr16:23107179-23108668",3246,3681,TRUE
124811,"chr17",35516486,35517490,1005,"*","chr17:35516486-35517490",3246,4116,TRUE
4833,"chr1",58392218,58394153,1936,"*","chr1:58392218-58394153",3245,118,TRUE
227237,"chr5",147076324,147077308,985,"*","chr5:147076324-147077308",3245,7503,TRUE
55720,"chr11",120823443,120825269,1827,"*","chr11:120823443-120825269",3244,1990,TRUE
291709,"chr9",107568441,107569768,1328,"*","chr9:107568441-107569768",3242,9737,TRUE
16594,"chr1",165236411,165237454,1044,"*","chr1:165236411-165237454",3240,467,TRUE
129014,"chr17",73107546,73108331,786,"*","chr17:73107546-73108331",3239,4265,TRUE
134955,"chr18",34758764,34759959,1196,"*","chr18:34758764-34759959",3237,4414,TRUE
220031,"chr5",105699651,105701105,1455,"*","chr5:105699651-105701105",3237,7183,TRUE
209003,"chr4",153956785,153958039,1255,"*","chr4:153956785-153958039",3235,6850,TRUE
165187,"chr2",121139427,121141111,1685,"*","chr2:121139427-121141111",3234,5420,TRUE
75798,"chr13",55414425,55415969,1545,"*","chr13:55414425-55415969",3233,2529,TRUE
140432,"chr18",74215750,74217111,1362,"*","chr18:74215750-74217111",3232,4565,TRUE
202543,"chr4",119422041,119423236,1196,"*","chr4:119422041-119423236",3231,6546,TRUE
143026,"chr19",6235748,6236665,918,"*","chr19:6235748-6236665",3230,4690,TRUE
73828,"chr13",44408947,44410015,1069,"*","chr13:44408947-44410015",3229,2460,TRUE
188303,"chr3",138526299,138528315,2017,"*","chr3:138526299-138528315",3228,6159,TRUE
46103,"chr11",72214901,72216029,1129,"*","chr11:72214901-72216029",3227,1497,TRUE
124214,"chr17",31938765,31939939,1175,"*","chr17:31938765-31939939",3226,4057,TRUE
230347,"chr6",30401337,30402206,870,"*","chr6:30401337-30402206",3226,7575,TRUE
76859,"chr13",62908003,62908807,805,"*","chr13:62908003-62908807",3222,2559,TRUE
17603,"chr1",171328849,171330576,1728,"*","chr1:171328849-171330576",3220,495,TRUE
66219,"chr12",101082925,101084298,1374,"*","chr12:101082925-101084298",3220,2258,TRUE
217348,"chr5",77407434,77408452,1019,"*","chr5:77407434-77408452",3218,7120,TRUE
274482,"chr8",111726240,111727116,877,"*","chr8:111726240-111727116",3217,9183,TRUE
155337,"chr2",32756954,32758020,1067,"*","chr2:32756954-32758020",3215,5168,TRUE
82447,"chr13",112463752,112464898,1147,"*","chr13:112463752-112464898",3214,2705,TRUE
61646,"chr12",69789631,69791638,2008,"*","chr12:69789631-69791638",3212,2135,TRUE
183970,"chr3",101513460,101514585,1126,"*","chr3:101513460-101514585",3212,6030,TRUE
55241,"chr11",119126223,119127033,811,"*","chr11:119126223-119127033",3211,1946,TRUE
287399,"chr9",71663400,71664442,1043,"*","chr9:71663400-71664442",3211,9600,TRUE
86861,"chr14",32159390,32160417,1028,"*","chr14:32159390-32160417",3210,2849,TRUE
247111,"chr7",28570184,28571006,823,"*","chr7:28570184-28571006",3208,8181,TRUE
218202,"chr5",92042427,92043460,1034,"*","chr5:92042427-92043460",3207,7142,TRUE
36947,"chr10",128626214,128627202,989,"*","chr10:128626214-128627202",3206,1119,TRUE
259643,"chr7",131362487,131363557,1071,"*","chr7:131362487-131363557",3206,8672,TRUE
144947,"chr19",21778102,21779114,1013,"*","chr19:21778102-21779114",3205,4790,TRUE
240323,"chr6",114874069,114875765,1697,"*","chr6:114874069-114875765",3204,7877,TRUE
151440,"chr2",5378833,5379609,777,"*","chr2:5378833-5379609",3203,5005,TRUE
236385,"chr6",86437681,86439240,1560,"*","chr6:86437681-86439240",3202,7775,TRUE
237344,"chr6",91156649,91157572,924,"*","chr6:91156649-91157572",3202,7817,TRUE
54261,"chr11",115612157,115614022,1866,"*","chr11:115612157-115614022",3196,1896,TRUE
169692,"chr2",154656854,154657423,570,"*","chr2:154656854-154657423",3195,5571,TRUE
216684,"chr5",74092742,74093700,959,"*","chr5:74092742-74093700",3195,7103,TRUE
139200,"chr18",65025409,65026337,929,"*","chr18:65025409-65026337",3193,4536,TRUE
233708,"chr6",54594019,54595716,1698,"*","chr6:54594019-54595716",3192,7672,TRUE
148902,"chr19",46988497,46989478,982,"*","chr19:46988497-46989478",3191,4938,TRUE
209424,"chr4",155668875,155669857,983,"*","chr4:155668875-155669857",3191,6874,TRUE
27133,"chr10",57486033,57487066,1034,"*","chr10:57486033-57487066",3185,724,TRUE
124523,"chr17",34135397,34136110,714,"*","chr17:34135397-34136110",3184,4092,TRUE
194542,"chr4",48042804,48043867,1064,"*","chr4:48042804-48043867",3184,6328,TRUE
194046,"chr4",45521428,45523518,2091,"*","chr4:45521428-45523518",3183,6313,TRUE
252610,"chr7",80339740,80341338,1599,"*","chr7:80339740-80341338",3181,8411,TRUE
16671,"chr1",165641625,165643528,1904,"*","chr1:165641625-165643528",3180,470,TRUE
181076,"chr3",82357718,82358645,928,"*","chr3:82357718-82358645",3180,5874,TRUE
55621,"chr11",120467175,120468008,834,"*","chr11:120467175-120468008",3179,1970,TRUE
108285,"chr15",102135984,102136746,763,"*","chr15:102135984-102136746",3179,3528,TRUE
286032,"chr9",64736409,64738373,1965,"*","chr9:64736409-64738373",3179,9558,TRUE
161659,"chr2",90579643,90581292,1650,"*","chr2:90579643-90581292",3177,5311,TRUE
169312,"chr2",152739048,152740235,1188,"*","chr2:152739048-152740235",3177,5552,TRUE
187216,"chr3",130729608,130730837,1230,"*","chr3:130729608-130730837",3177,6137,TRUE
222711,"chr5",120560583,120561566,984,"*","chr5:120560583-120561566",3177,7273,TRUE
254979,"chr7",99483283,99484143,861,"*","chr7:99483283-99484143",3175,8482,TRUE
8060,"chr1",84838704,84840607,1904,"*","chr1:84838704-84840607",3172,223,TRUE
154642,"chr2",30132905,30134453,1549,"*","chr2:30132905-30134453",3170,5108,TRUE
274148,"chr8",109868193,109869450,1258,"*","chr8:109868193-109869450",3168,9166,TRUE
118447,"chr16",91043674,91045046,1373,"*","chr16:91043674-91045046",3167,3832,TRUE
222901,"chr5",121584004,121584793,790,"*","chr5:121584004-121584793",3167,7286,TRUE
249729,"chr7",51861418,51862689,1272,"*","chr7:51861418-51862689",3167,8337,TRUE
146075,"chr19",29100800,29101784,985,"*","chr19:29100800-29101784",3165,4826,TRUE
277432,"chr8",126422215,126423462,1248,"*","chr8:126422215-126423462",3165,9277,TRUE
18689,"chr1",180255639,180256766,1128,"*","chr1:180255639-180256766",3163,527,TRUE
215342,"chr5",64344987,64346285,1299,"*","chr5:64344987-64346285",3163,7064,TRUE
246607,"chr7",24904046,24904705,660,"*","chr7:24904046-24904705",3160,8127,TRUE
144690,"chr19",18670463,18671541,1079,"*","chr19:18670463-18671541",3159,4786,TRUE
43670,"chr11",58330124,58331303,1180,"*","chr11:58330124-58331303",3158,1368,TRUE
269460,"chr8",72474849,72475693,845,"*","chr8:72474849-72475693",3156,8989,TRUE
35854,"chr10",121364542,121366453,1912,"*","chr10:121364542-121366453",3153,1056,TRUE
13451,"chr1",136228060,136229531,1472,"*","chr1:136228060-136229531",3152,381,TRUE
178132,"chr3",51223780,51225439,1660,"*","chr3:51223780-51225439",3152,5820,TRUE
39568,"chr11",23770380,23771701,1322,"*","chr11:23770380-23771701",3148,1238,TRUE
200108,"chr4",103313683,103314606,924,"*","chr4:103313683-103314606",3148,6446,TRUE
265082,"chr8",26976557,26977454,898,"*","chr8:26976557-26977454",3148,8838,TRUE
182064,"chr3",88424790,88425604,815,"*","chr3:88424790-88425604",3146,5901,TRUE
74321,"chr13",46726751,46728730,1980,"*","chr13:46726751-46728730",3143,2473,TRUE
147172,"chr19",37206777,37208354,1578,"*","chr19:37206777-37208354",3143,4857,TRUE
193310,"chr4",40269550,40270222,673,"*","chr4:40269550-40270222",3143,6259,TRUE
111012,"chr16",20716038,20717097,1060,"*","chr16:20716038-20717097",3142,3668,TRUE
204516,"chr4",132065931,132067133,1203,"*","chr4:132065931-132067133",3142,6625,TRUE
237161,"chr6",90450375,90451863,1489,"*","chr6:90450375-90451863",3141,7805,TRUE
299982,"chrX",160137502,160139060,1559,"*","chrX:160137502-160139060",3140,9987,TRUE
104745,"chr15",82015505,82016870,1366,"*","chr15:82015505-82016870",3139,3375,TRUE
89097,"chr14",55681386,55682388,1003,"*","chr14:55681386-55682388",3138,2931,TRUE
203494,"chr4",126262137,126262690,554,"*","chr4:126262137-126262690",3138,6582,TRUE
198276,"chr4",86856958,86857870,913,"*","chr4:86856958-86857870",3137,6396,TRUE
241883,"chr6",125039414,125040171,758,"*","chr6:125039414-125040171",3136,7939,TRUE
274329,"chr8",111033645,111034408,764,"*","chr8:111033645-111034408",3135,9171,TRUE
76261,"chr13",58066193,58068297,2105,"*","chr13:58066193-58068297",3133,2540,TRUE
30345,"chr10",78574266,78575344,1079,"*","chr10:78574266-78575344",3130,840,TRUE
257329,"chr7",116503902,116504871,970,"*","chr7:116503902-116504871",3128,8564,TRUE
50186,"chr11",95336456,95337902,1447,"*","chr11:95336456-95337902",3127,1690,TRUE
168325,"chr2",144555551,144556618,1068,"*","chr2:144555551-144556618",3123,5520,TRUE
243125,"chr6",134928190,134929173,984,"*","chr6:134928190-134929173",3122,7978,TRUE
26170,"chr10",43478033,43480311,2279,"*","chr10:43478033-43480311",3121,706,TRUE
244232,"chr6",142507365,142508444,1080,"*","chr6:142507365-142508444",3120,7996,TRUE
95652,"chr14",121378358,121380274,1917,"*","chr14:121378358-121380274",3119,3084,TRUE
125947,"chr17",46552940,46553628,689,"*","chr17:46552940-46553628",3119,4170,TRUE
42305,"chr11",50130779,50131971,1193,"*","chr11:50130779-50131971",3118,1299,TRUE
279371,"chr9",21287751,21288501,751,"*","chr9:21287751-21288501",3118,9333,TRUE
96116,"chr15",3581673,3583882,2210,"*","chr15:3581673-3583882",3117,3099,TRUE
225654,"chr5",138088363,138089813,1451,"*","chr5:138088363-138089813",3117,7427,TRUE
248733,"chr7",44548615,44549272,658,"*","chr7:44548615-44549272",3117,8271,TRUE
194936,"chr4",53439894,53441105,1212,"*","chr4:53439894-53441105",3115,6341,TRUE
214885,"chr5",53998146,53999659,1514,"*","chr5:53998146-53999659",3115,7058,TRUE
237974,"chr6",94390557,94391700,1144,"*","chr6:94390557-94391700",3114,7833,TRUE
28104,"chr10",62578083,62578902,820,"*","chr10:62578083-62578902",3111,756,TRUE
176526,"chr3",30995428,30996342,915,"*","chr3:30995428-30996342",3109,5783,TRUE
247468,"chr7",30279849,30281347,1499,"*","chr7:30279849-30281347",3109,8209,TRUE
101352,"chr15",59080321,59082730,2410,"*","chr15:59080321-59082730",3108,3222,TRUE
204020,"chr4",129640304,129641507,1204,"*","chr4:129640304-129641507",3107,6607,TRUE
204028,"chr4",129683807,129685054,1248,"*","chr4:129683807-129685054",3107,6609,TRUE
244393,"chr6",143152323,143153007,685,"*","chr6:143152323-143153007",3107,8000,TRUE
6450,"chr1",72870310,72871552,1243,"*","chr1:72870310-72871552",3105,161,TRUE
60898,"chr12",55079970,55080845,876,"*","chr12:55079970-55080845",3105,2110,TRUE
11090,"chr1",120073672,120074851,1180,"*","chr1:120073672-120074851",3103,312,TRUE
221636,"chr5",114968698,114969657,960,"*","chr5:114968698-114969657",3103,7239,TRUE
265517,"chr8",33672910,33673825,916,"*","chr8:33672910-33673825",3101,8850,TRUE
174375,"chr2",181519974,181521162,1189,"*","chr2:181519974-181521162",3097,5733,TRUE
250727,"chr7",67372628,67373800,1173,"*","chr7:67372628-67373800",3097,8364,TRUE
276253,"chr8",121585216,121585970,755,"*","chr8:121585216-121585970",3096,9233,TRUE
106038,"chr15",89314547,89315885,1339,"*","chr15:89314547-89315885",3095,3435,TRUE
142456,"chr19",3707760,3708880,1121,"*","chr19:3707760-3708880",3095,4614,TRUE
251259,"chr7",70624178,70625985,1808,"*","chr7:70624178-70625985",3094,8376,TRUE
255807,"chr7",107594447,107595581,1135,"*","chr7:107594447-107595581",3091,8519,TRUE
291821,"chr9",108049029,108049606,578,"*","chr9:108049029-108049606",3090,9750,TRUE
196920,"chr4",70534576,70535630,1055,"*","chr4:70534576-70535630",3088,6375,TRUE
215482,"chr5",64861079,64862759,1681,"*","chr5:64861079-64862759",3087,7070,TRUE
272253,"chr8",93197606,93198716,1111,"*","chr8:93197606-93198716",3087,9086,TRUE
79132,"chr13",92530325,92531447,1123,"*","chr13:92530325-92531447",3086,2624,TRUE
134953,"chr18",34751155,34752035,881,"*","chr18:34751155-34752035",3083,4413,TRUE
73236,"chr13",41689079,41690427,1349,"*","chr13:41689079-41690427",3082,2446,TRUE
208330,"chr4",150582166,150584379,2214,"*","chr4:150582166-150584379",3082,6823,TRUE
89460,"chr14",58070209,58072535,2327,"*","chr14:58070209-58072535",3079,2952,TRUE
223115,"chr5",122420653,122422959,2307,"*","chr5:122420653-122422959",3077,7299,TRUE
285615,"chr9",63108717,63109843,1127,"*","chr9:63108717-63109843",3077,9543,TRUE
30931,"chr10",81605934,81606646,713,"*","chr10:81605934-81606646",3076,934,TRUE
175669,"chr3",21986373,21987465,1093,"*","chr3:21986373-21987465",3075,5766,TRUE
25509,"chr10",39898893,39899610,718,"*","chr10:39898893-39899610",3072,674,TRUE
97957,"chr15",25932985,25934336,1352,"*","chr15:25932985-25934336",3072,3136,TRUE
262797,"chr8",9976180,9976807,628,"*","chr8:9976180-9976807",3072,8771,TRUE
213243,"chr5",37650490,37651472,983,"*","chr5:37650490-37651472",3070,7024,TRUE
192054,"chr4",19574743,19575869,1127,"*","chr4:19574743-19575869",3068,6230,TRUE
66826,"chr12",104896700,104897901,1202,"*","chr12:104896700-104897901",3066,2280,TRUE
227698,"chr5",149322193,149323679,1487,"*","chr5:149322193-149323679",3064,7519,TRUE
234083,"chr6",57691513,57692495,983,"*","chr6:57691513-57692495",3061,7686,TRUE
286324,"chr9",66124345,66125275,931,"*","chr9:66124345-66125275",3061,9576,TRUE
180759,"chr3",79559224,79560226,1003,"*","chr3:79559224-79560226",3060,5870,TRUE
98842,"chr15",34082312,34083515,1204,"*","chr15:34082312-34083515",3059,3152,TRUE
73683,"chr13",43864468,43865190,723,"*","chr13:43864468-43865190",3058,2457,TRUE
