"peak_index","seqnames","start","end","width","strand","name","peak_detection","top_peak_col","p_value","fdr","is_batch_peak"
242705,"chr6",129237252,129238746,1495,"*","chr6:129237252-129238746",2743,7966,0.159751465197126,0.214893012102671,FALSE
43211,"chr11",54902673,54903428,756,"*","chr11:54902673-54903428",2742,1350,0.486308763604228,0.567057793381796,FALSE
207175,"chr4",142238133,142240211,2079,"*","chr4:142238133-142240211",2742,6770,2.27000410179852e-07,8.25456037017644e-07,TRUE
179304,"chr3",58576467,58578194,1728,"*","chr3:58576467-58578194",2741,5843,0.0063440297023584,0.0117178236098234,TRUE
220557,"chr5",110285936,110286705,770,"*","chr5:110285936-110286705",2741,7212,5.38801406622892e-05,0.000142464676526413,TRUE
153830,"chr2",26481906,26482890,985,"*","chr2:26481906-26482890",2740,5073,0.0956448762459499,0.136013760304252,FALSE
202094,"chr4",117251658,117253267,1610,"*","chr4:117251658-117253267",2740,6523,0.122509352706925,0.169258569642063,FALSE
218948,"chr5",99252570,99253531,962,"*","chr5:99252570-99253531",2740,7157,0.0577091493283314,0.0866243610452287,FALSE
67437,"chr12",108757716,108758520,805,"*","chr12:108757716-108758520",2739,2292,0.00187540704825924,0.0038477781047584,TRUE
80622,"chr13",100786117,100787049,933,"*","chr13:100786117-100787049",2739,2663,0.000184095849676677,0.000449233405750798,TRUE
142667,"chr19",4557803,4558780,978,"*","chr19:4557803-4558780",2739,4639,0.000747977059567497,0.00164190580724843,TRUE
143751,"chr19",10576953,10578131,1179,"*","chr19:10576953-10578131",2739,4761,9.28692854355168e-06,2.73305725236953e-05,TRUE
278787,"chr9",14500278,14501022,745,"*","chr9:14500278-14501022",2739,9310,1.3514218316274e-05,3.89234398510197e-05,TRUE
25470,"chr10",39612998,39614274,1277,"*","chr10:39612998-39614274",2738,672,6.55918668354865e-08,2.55022810402358e-07,TRUE
110731,"chr16",18411847,18412510,664,"*","chr16:18411847-18412510",2738,3655,3.04348745516878e-05,8.38888493706939e-05,TRUE
178841,"chr3",54807219,54808453,1235,"*","chr3:54807219-54808453",2738,5837,0.479102669646043,0.55969938042762,FALSE
206415,"chr4",139310334,139312541,2208,"*","chr4:139310334-139312541",2738,6735,0.000905886316085379,0.00196419409385381,TRUE
12509,"chr1",132315946,132316529,584,"*","chr1:132315946-132316529",2737,342,4.25398867137948e-05,0.000114416048181266,TRUE
77995,"chr13",73763221,73764934,1714,"*","chr13:73763221-73764934",2737,2592,3.36829863212605e-07,1.1969789026745e-06,TRUE
232438,"chr6",48627750,48629139,1390,"*","chr6:48627750-48629139",2737,7643,0.95152981989033,0.99532407938319,FALSE
163980,"chr2",113327373,113328097,725,"*","chr2:113327373-113328097",2736,5379,2.91180439732795e-09,1.31875199154345e-08,TRUE
281861,"chr9",42195786,42197160,1375,"*","chr9:42195786-42197160",2736,9399,0.259321201920441,0.329004316062472,FALSE
291787,"chr9",107887933,107889026,1094,"*","chr9:107887933-107889026",2736,9748,0.00263551966554365,0.0052710393310873,TRUE
43181,"chr11",54786965,54788155,1191,"*","chr11:54786965-54788155",2735,1344,0.631932938696506,0.706070322565928,FALSE
63790,"chr12",81780725,81781966,1242,"*","chr12:81780725-81781966",2735,2187,7.66484574617783e-12,4.63973713449021e-11,TRUE
97324,"chr15",12320832,12322444,1613,"*","chr15:12320832-12322444",2735,3124,0.287493427730415,0.36044812905017,FALSE
176995,"chr3",36000028,36001155,1128,"*","chr3:36000028-36001155",2735,5797,0.697262437579166,0.766727993819184,FALSE
189028,"chr3",145118327,145119228,902,"*","chr3:145118327-145119228",2735,6171,0.0976943745254353,0.138573580887142,FALSE
83184,"chr13",119408090,119409909,1820,"*","chr13:119408090-119409909",2734,2721,0.388264617996164,0.46767600336806,FALSE
122651,"chr17",26089977,26090827,851,"*","chr17:26089977-26090827",2734,3985,3.8133506845592e-06,1.18353528384829e-05,TRUE
184346,"chr3",103809009,103810007,999,"*","chr3:103809009-103810007",2734,6043,1.24844402672857e-13,9.24773353132274e-13,TRUE
212831,"chr5",35757379,35758261,883,"*","chr5:35757379-35758261",2734,7010,0.422328700607313,0.503371514430648,FALSE
231154,"chr6",35296774,35298418,1645,"*","chr6:35296774-35298418",2734,7595,0.739447551292915,0.806200993559655,FALSE
51629,"chr11",101626942,101628523,1582,"*","chr11:101626942-101628523",2733,1791,0.212899431975725,0.276543505054178,FALSE
88043,"chr14",46831656,46832911,1256,"*","chr14:46831656-46832911",2733,2876,0.00416740814332715,0.00800808636304218,TRUE
127208,"chr17",56764575,56765540,966,"*","chr17:56764575-56765540",2733,4221,0.658012126327212,0.72998904629156,FALSE
71896,"chr13",32338260,32339145,886,"*","chr13:32338260-32339145",2732,2407,0.203973762814962,0.26691149282251,FALSE
110537,"chr16",17530630,17531469,840,"*","chr16:17530630-17531469",2732,3638,0.435056218318676,0.516880307297705,FALSE
99622,"chr15",38470322,38471275,954,"*","chr15:38470322-38471275",2731,3179,0.125437434496039,0.172874082822545,FALSE
105995,"chr15",89088854,89090293,1440,"*","chr15:89088854-89090293",2731,3428,0.000722134789036454,0.00158920508150628,TRUE
209437,"chr4",155760105,155761550,1446,"*","chr4:155760105-155761550",2731,6876,0.65417699607501,0.72637907625473,FALSE
226513,"chr5",142628899,142630061,1163,"*","chr5:142628899-142630061",2731,7467,3.83667279186529e-13,2.70951468352068e-12,TRUE
247205,"chr7",28925162,28925921,760,"*","chr7:28925162-28925921",2731,8190,0.734740169020679,0.801942991727439,FALSE
23930,"chr10",22730865,22732253,1389,"*","chr10:22730865-22732253",2730,649,0.0328526140311394,0.0520767269197918,FALSE
52049,"chr11",103339777,103341228,1452,"*","chr11:103339777-103341228",2730,1822,0.0057795732418685,0.0107466962474312,TRUE
61374,"chr12",65172184,65173363,1180,"*","chr12:65172184-65173363",2729,2125,1.32867033568567e-09,6.28510092566544e-09,TRUE
205996,"chr4",137773433,137775079,1647,"*","chr4:137773433-137775079",2729,6713,0.354582116882649,0.433262606161594,FALSE
241828,"chr6",124805425,124806443,1019,"*","chr6:124805425-124806443",2729,7929,1.21201873856111e-07,4.58056968466029e-07,TRUE
53210,"chr11",109362306,109363975,1670,"*","chr11:109362306-109363975",2728,1869,1.0462813190895e-17,1.15739083970078e-16,TRUE
88449,"chr14",49245146,49246009,864,"*","chr14:49245146-49246009",2727,2888,0.00108865888528508,0.00232420769702195,TRUE
142994,"chr19",6057598,6058259,662,"*","chr19:6057598-6058259",2727,4683,6.89038577158567e-15,5.79998802322026e-14,TRUE
188295,"chr3",138488850,138490017,1168,"*","chr3:138488850-138490017",2727,6158,6.14823312091696e-36,3.1368536331209e-34,TRUE
208417,"chr4",150871099,150872892,1794,"*","chr4:150871099-150872892",2727,6832,1.69438466034748e-10,9.00310659058173e-10,TRUE
247067,"chr7",28376477,28376891,415,"*","chr7:28376477-28376891",2727,8177,3.0554738538605e-35,1.45498754945738e-33,TRUE
80161,"chr13",98262816,98263687,872,"*","chr13:98262816-98263687",2726,2649,0.460093456164646,0.541031815809791,FALSE
108732,"chr16",4213051,4214694,1644,"*","chr16:4213051-4214694",2726,3557,6.91273731427097e-27,1.79086458918937e-25,TRUE
110981,"chr16",20516575,20517393,819,"*","chr16:20516575-20517393",2726,3663,0.627511647766941,0.701757602065468,FALSE
212603,"chr5",34761072,34762854,1783,"*","chr5:34761072-34762854",2726,7002,0.0399545938755621,0.0621764610575196,FALSE
270217,"chr8",79711277,79712160,884,"*","chr8:79711277-79712160",2726,9010,0.0021054112474231,0.00428626068286463,TRUE
167230,"chr2",134643603,134644581,979,"*","chr2:134643603-134644581",2725,5503,0.00125826053665197,0.00265455809420247,TRUE
249255,"chr7",47007933,47009048,1116,"*","chr7:47007933-47009048",2725,8330,0.723928490392302,0.791351651062857,FALSE
93988,"chr14",101608334,101609561,1228,"*","chr14:101608334-101609561",2724,3055,2.71835499088869e-33,1.09611088342286e-31,TRUE
124474,"chr17",33929273,33931341,2069,"*","chr17:33929273-33931341",2724,4082,2.19320944705729e-10,1.14707607063666e-09,TRUE
99248,"chr15",36715874,36716900,1027,"*","chr15:36715874-36716900",2723,3164,0.00149769038243796,0.003131933045667,TRUE
108329,"chr15",102279006,102280062,1057,"*","chr15:102279006-102280062",2723,3531,0.000233798021590799,0.000559011403456261,TRUE
132654,"chr18",10609528,10610705,1178,"*","chr18:10609528-10610705",2723,4356,0.164010938471894,0.220148910700529,FALSE
138368,"chr18",60774314,60775149,836,"*","chr18:60774314-60775149",2723,4513,0.0836028490091876,0.120918207997089,FALSE
156997,"chr2",48813499,48815019,1521,"*","chr2:48813499-48815019",2723,5219,0.727531106656437,0.794942205699778,FALSE
170490,"chr2",158409435,158410577,1143,"*","chr2:158409435-158410577",2723,5607,6.34559858725673e-10,3.15701422251579e-09,TRUE
181701,"chr3",86141789,86143084,1296,"*","chr3:86141789-86143084",2722,5887,0.00552080716717915,0.0103347195192421,TRUE
216510,"chr5",73292551,73293364,814,"*","chr5:73292551-73293364",2722,7100,1.32761082727455e-11,7.86499305257433e-11,TRUE
293803,"chr9",119983199,119985087,1889,"*","chr9:119983199-119985087",2722,9828,7.82729230999281e-27,2.00699802820328e-25,TRUE
115850,"chr16",55973451,55974128,678,"*","chr16:55973451-55974128",2721,3783,2.09674476665394e-05,5.88312224089208e-05,TRUE
196140,"chr4",62524907,62525738,832,"*","chr4:62524907-62525738",2721,6365,7.97050096564782e-14,6.02912327204828e-13,TRUE
2583,"chr1",37511987,37513625,1639,"*","chr1:37511987-37513625",2720,64,6.12859575884226e-17,6.38395391546069e-16,TRUE
37218,"chr11",3913240,3915000,1761,"*","chr11:3913240-3915000",2720,1146,9.04883735119233e-08,3.45639318227362e-07,TRUE
64455,"chr12",84995971,84996859,889,"*","chr12:84995971-84996859",2720,2210,9.41341426520004e-07,3.17108588275632e-06,TRUE
235061,"chr6",72355037,72356054,1018,"*","chr6:72355037-72356054",2720,7715,0.523325998070267,0.603605534106421,FALSE
153910,"chr2",26902640,26903474,835,"*","chr2:26902640-26903474",2719,5076,8.29470989214961e-12,4.99681318804193e-11,TRUE
42221,"chr11",49712206,49713249,1044,"*","chr11:49712206-49713249",2718,1296,0.00842514709306331,0.0151042436232759,TRUE
290079,"chr9",96630736,96632197,1462,"*","chr9:96630736-96632197",2718,9669,0.0241721880517439,0.0393555650467989,TRUE
37415,"chr11",4882800,4883674,875,"*","chr11:4882800-4883674",2717,1161,9.21343819511098e-05,0.000236484553262602,TRUE
87286,"chr14",34502046,34503645,1600,"*","chr14:34502046-34503645",2717,2856,1.34941231182024e-21,2.12841058646726e-20,TRUE
211733,"chr5",29377765,29379020,1256,"*","chr5:29377765-29379020",2717,6949,0.146714045398523,0.198961276645678,FALSE
231102,"chr6",34910456,34911314,859,"*","chr6:34910456-34911314",2717,7592,3.77859382960006e-16,3.56471116000005e-15,TRUE
232148,"chr6",43665581,43666689,1109,"*","chr6:43665581-43666689",2717,7626,0.0128441439337592,0.0221756628690593,TRUE
247933,"chr7",35234438,35235761,1324,"*","chr7:35234438-35235761",2717,8236,0.801436441274463,0.859357110523765,FALSE
254886,"chr7",99161311,99162445,1135,"*","chr7:99161311-99162445",2717,8476,0.000305550167193999,0.000716917332693569,TRUE
27209,"chr10",58497561,58498546,986,"*","chr10:58497561-58498546",2716,729,6.13880687401652e-25,1.34035084585514e-23,TRUE
139010,"chr18",63691891,63692831,941,"*","chr18:63691891-63692831",2716,4529,0.022634975383505,0.0370592467380912,TRUE
243979,"chr6",140623131,140624986,1856,"*","chr6:140623131-140624986",2716,7993,3.95004403994353e-12,2.48430442763744e-11,TRUE
266922,"chr8",46210519,46211643,1125,"*","chr8:46210519-46211643",2716,8877,5.66946685119872e-07,1.97130279944322e-06,TRUE
49398,"chr11",88955015,88955889,875,"*","chr11:88955015-88955889",2715,1663,0.0190371990338353,0.0316442803089017,TRUE
169044,"chr2",150904219,150905173,955,"*","chr2:150904219-150905173",2715,5535,0.809600290399162,0.867181116537235,FALSE
193047,"chr4",34550241,34551258,1018,"*","chr4:34550241-34551258",2715,6249,0.0106331926882417,0.0186416421603115,TRUE
261878,"chr7",143977041,143979462,2422,"*","chr7:143977041-143979462",2715,8740,8.84221236021427e-10,4.27573131538408e-09,TRUE
12202,"chr1",131096578,131098273,1696,"*","chr1:131096578-131098273",2714,330,0.511431509132276,0.592345968418203,FALSE
54416,"chr11",116138401,116139373,973,"*","chr11:116138401-116139373",2714,1913,1.03025634615245e-30,3.43418782050816e-29,TRUE
112908,"chr16",32078605,32079749,1145,"*","chr16:32078605-32079749",2714,3714,0.356912189711385,0.435471192912866,FALSE
4536,"chr1",55706637,55707629,993,"*","chr1:55706637-55707629",2713,114,3.29952593819534e-09,1.48493516570448e-08,TRUE
161704,"chr2",90916979,90918873,1895,"*","chr2:90916979-90918873",2713,5315,0.548661531906996,0.626898459674356,FALSE
131351,"chr17",87312519,87313843,1325,"*","chr17:87312519-87313843",2712,4326,0.022915305124486,0.0374923185937271,TRUE
142742,"chr19",4927967,4928759,793,"*","chr19:4927967-4928759",2712,4649,0.000130001108293029,0.000325002770732573,TRUE
154664,"chr2",30205430,30206453,1024,"*","chr2:30205430-30206453",2712,5111,0.042221087134881,0.0652970725871961,FALSE
91860,"chr14",73384812,73386027,1216,"*","chr14:73384812-73386027",2711,3015,9.39269586994554e-19,1.12622252637237e-17,TRUE
111150,"chr16",21422917,21424060,1144,"*","chr16:21422917-21424060",2711,3671,7.57663072006221e-08,2.92760074190966e-07,TRUE
142774,"chr19",5106324,5107459,1136,"*","chr19:5106324-5107459",2711,4653,0.014669820791542,0.0249996946004465,TRUE
203230,"chr4",124693200,124694122,923,"*","chr4:124693200-124694122",2711,6565,2.47324075280615e-10,1.28413330882978e-09,TRUE
213089,"chr5",36695387,36696428,1042,"*","chr5:36695387-36696428",2711,7020,3.06452325863835e-18,3.53055674958335e-17,TRUE
269037,"chr8",70352609,70353867,1259,"*","chr8:70352609-70353867",2711,8939,6.54805348121122e-15,5.55861925399934e-14,TRUE
292245,"chr9",110748337,110749185,849,"*","chr9:110748337-110749185",2711,9794,8.26325193687325e-05,0.000213190194449774,TRUE
105584,"chr15",85810712,85812149,1438,"*","chr15:85810712-85812149",2710,3408,0.345745163136425,0.423839801746705,FALSE
86382,"chr14",30011986,30012590,605,"*","chr14:30011986-30012590",2709,2825,0.744184855695322,0.810129387867758,FALSE
259463,"chr7",130546735,130547746,1012,"*","chr7:130546735-130547746",2709,8667,0.450722846640979,0.532265997450377,FALSE
3394,"chr1",42850953,42851954,1002,"*","chr1:42850953-42851954",2708,80,0.200852694244084,0.263378828014796,FALSE
159733,"chr2",71739161,71740340,1180,"*","chr2:71739161-71740340",2708,5275,0.127703930828512,0.175707114513638,FALSE
162131,"chr2",93045343,93046636,1294,"*","chr2:93045343-93046636",2708,5336,0.529044661868026,0.608797079249742,FALSE
287534,"chr9",72274709,72275821,1113,"*","chr9:72274709-72275821",2708,9604,6.22447081110136e-06,1.8680884787219e-05,TRUE
48437,"chr11",84513299,84514091,793,"*","chr11:84513299-84514091",2706,1614,0.526778922826173,0.606608616796606,FALSE
81902,"chr13",109577525,109578627,1103,"*","chr13:109577525-109578627",2706,2695,3.09492220100088e-05,8.51188724147658e-05,TRUE
211435,"chr5",25252337,25253608,1272,"*","chr5:25252337-25253608",2706,6942,0.906963059515413,0.953493544486347,FALSE
34439,"chr10",110919680,110920718,1039,"*","chr10:110919680-110920718",2705,1019,0.231723405800135,0.298920802115758,FALSE
163772,"chr2",110191352,110193462,2111,"*","chr2:110191352-110193462",2705,5373,2.6220789401324e-06,8.37724901000767e-06,TRUE
230195,"chr6",29693779,29694545,767,"*","chr6:29693779-29694545",2705,7567,0.84122950475713,0.897215768725608,FALSE
246003,"chr7",16452746,16453908,1163,"*","chr7:16452746-16453908",2705,8080,1.23230853844191e-39,8.67822914395712e-38,TRUE
122247,"chr17",24168800,24170151,1352,"*","chr17:24168800-24170151",2704,3951,0.0101590252320051,0.0178793122703363,TRUE
182923,"chr3",95217075,95218330,1256,"*","chr3:95217075-95218330",2704,5964,0.78191200789718,0.84239604384527,FALSE
274098,"chr8",109608092,109609068,977,"*","chr8:109608092-109609068",2704,9161,1.49919451313425e-07,5.58983785657811e-07,TRUE
343,"chr1",10039645,10040566,922,"*","chr1:10039645-10040566",2703,17,0.822497187877283,0.879112000723902,FALSE
255134,"chr7",100159245,100160102,858,"*","chr7:100159245-100160102",2703,8487,0.303268470829785,0.378423347678793,FALSE
257648,"chr7",118740026,118741107,1082,"*","chr7:118740026-118741107",2703,8573,0.0070661371816015,0.0128615529333846,TRUE
261850,"chr7",143829643,143830533,891,"*","chr7:143829643-143830533",2703,8739,0.000439068057893195,0.00100198096278684,TRUE
27774,"chr10",61146310,61148228,1919,"*","chr10:61146310-61148228",2702,746,0.0402437745418139,0.0625486082403076,FALSE
49573,"chr11",90002398,90003327,930,"*","chr11:90002398-90003327",2702,1664,0.0874215052645582,0.125786338510156,FALSE
87855,"chr14",45657029,45658794,1766,"*","chr14:45657029-45658794",2702,2870,0.487638918324519,0.568211277469726,FALSE
214045,"chr5",45669409,45670428,1020,"*","chr5:45669409-45670428",2702,7037,0.0123800151659327,0.0214639591597899,TRUE
27767,"chr10",61089194,61090349,1156,"*","chr10:61089194-61090349",2701,745,1,1,FALSE
55828,"chr11",121387962,121388849,888,"*","chr11:121387962-121388849",2701,1998,0.000514862968910552,0.00116274383222799,TRUE
102333,"chr15",67014698,67015356,659,"*","chr15:67014698-67015356",2701,3244,0.0132400952522789,0.0228041599246968,TRUE
123143,"chr17",27964700,27965934,1235,"*","chr17:27964700-27965934",2701,4013,9.64851494643865e-12,5.79838638608092e-11,TRUE
127653,"chr17",63498952,63500993,2042,"*","chr17:63498952-63500993",2701,4234,0.146615583109992,0.198881691684743,FALSE
134712,"chr18",33292041,33293665,1625,"*","chr18:33292041-33293665",2701,4403,0.00606616830887768,0.0112378071672428,TRUE
154803,"chr2",30771369,30774132,2764,"*","chr2:30771369-30774132",2701,5132,0.299234829645488,0.373856608752484,FALSE
7815,"chr1",82586552,82587641,1090,"*","chr1:82586552-82587641",2700,218,0.000212833339995405,0.000513346213206475,TRUE
140349,"chr18",73815212,73816117,906,"*","chr18:73815212-73816117",2700,4559,0.407230315253503,0.486651906373689,FALSE
272517,"chr8",94781714,94782461,748,"*","chr8:94781714-94782461",2700,9101,0.250672727940348,0.319572575140678,FALSE
281106,"chr9",35166276,35167344,1069,"*","chr9:35166276-35167344",2700,9378,0.527407388390741,0.607052703028017,FALSE
52521,"chr11",106255529,106256748,1220,"*","chr11:106255529-106256748",2699,1846,0.534767014594436,0.613687186819413,FALSE
55886,"chr11",121702059,121703082,1024,"*","chr11:121702059-121703082",2699,2002,0.535485603021416,0.614229872701784,FALSE
91529,"chr14",70766461,70767292,832,"*","chr14:70766461-70767292",2699,3007,4.61800643231628e-12,2.88265070681416e-11,TRUE
89110,"chr14",55721773,55722630,858,"*","chr14:55721773-55722630",2698,2934,9.00259706771455e-11,4.89803975392522e-10,TRUE
147613,"chr19",40612055,40612735,681,"*","chr19:40612055-40612735",2698,4871,0.00131888296684678,0.00277659571967743,TRUE
153589,"chr2",25332379,25333075,697,"*","chr2:25332379-25333075",2698,5056,3.17702365274752e-14,2.50722745498991e-13,TRUE
209633,"chr5",3647138,3649388,2251,"*","chr5:3647138-3649388",2698,6899,0.0479680634403842,0.0733905499393883,FALSE
174232,"chr2",180709635,180710739,1105,"*","chr2:180709635-180710739",2697,5726,0.494196477287642,0.57478073655227,FALSE
237711,"chr6",92940959,92941990,1032,"*","chr6:92940959-92941990",2697,7830,0.00398314498527928,0.00768353585123318,TRUE
295946,"chrX",38564209,38565516,1308,"*","chrX:38564209-38565516",2697,9903,5.0249466076526e-21,7.56769067417561e-20,TRUE
104190,"chr15",79687754,79688466,713,"*","chr15:79687754-79688466",2696,3334,0.00104536044493823,0.00223941826250692,TRUE
128771,"chr17",71474963,71476238,1276,"*","chr17:71474963-71476238",2696,4258,0.899311764109151,0.947641479567072,FALSE
148917,"chr19",47089940,47091125,1186,"*","chr19:47089940-47091125",2696,4940,0.277071222657661,0.348692704074579,FALSE
282330,"chr9",44343601,44344503,903,"*","chr9:44343601-44344503",2696,9422,7.03201399286614e-05,0.000182649714100419,TRUE
27296,"chr10",59221092,59222427,1336,"*","chr10:59221092-59222427",2695,731,0.0359055443661032,0.0564197743024878,FALSE
44988,"chr11",65787593,65788728,1136,"*","chr11:65787593-65788728",2695,1419,0.0541540429606595,0.0819026663046876,FALSE
101609,"chr15",60824306,60825337,1032,"*","chr15:60824306-60825337",2695,3230,0.888124155924831,0.938423664333084,FALSE
142377,"chr19",3333164,3334755,1592,"*","chr19:3333164-3334755",2695,4610,0.000890255183734261,0.00193365591601708,TRUE
18876,"chr1",181143864,181144897,1034,"*","chr1:181143864-181144897",2694,537,2.23275462213119e-05,6.24372097911408e-05,TRUE
62210,"chr12",72536036,72536707,672,"*","chr12:72536036-72536707",2694,2144,4.20695473483404e-05,0.000113211914285093,TRUE
211434,"chr5",25245981,25247661,1681,"*","chr5:25245981-25247661",2694,6941,0.119488492637275,0.165542383814456,FALSE
217763,"chr5",88929492,88930350,859,"*","chr5:88929492-88930350",2694,7133,0.594192136245301,0.670040749036199,FALSE
246395,"chr7",19664744,19666007,1264,"*","chr7:19664744-19666007",2694,8111,6.030282264737e-11,3.35015681374278e-10,TRUE
105522,"chr15",85612887,85614029,1143,"*","chr15:85612887-85614029",2693,3400,0.346264739258301,0.424344043208702,FALSE
159174,"chr2",68861075,68862573,1499,"*","chr2:68861075-68862573",2693,5258,0.25006860284618,0.319046444049732,FALSE
119551,"chr16",96145205,96145984,780,"*","chr16:96145205-96145984",2692,3861,6.09501333873577e-06,1.83584739118547e-05,TRUE
122395,"chr17",24877461,24879014,1554,"*","chr17:24877461-24879014",2692,3968,3.23042651655868e-06,1.01172290347783e-05,TRUE
218541,"chr5",96161403,96163357,1955,"*","chr5:96161403-96163357",2692,7153,0.101344678733239,0.143182648676518,FALSE
255703,"chr7",105554041,105554931,891,"*","chr7:105554041-105554931",2692,8513,4.88513001741927e-19,6.03102471286329e-18,TRUE
52681,"chr11",106779106,106780096,991,"*","chr11:106779106-106780096",2691,1851,0.871323616790175,0.923991110063813,FALSE
74370,"chr13",46929100,46930883,1784,"*","chr13:46929100-46930883",2691,2474,0.000587699457802406,0.00131065891570563,TRUE
291353,"chr9",105494610,105495572,963,"*","chr9:105494610-105495572",2691,9708,5.04055749015178e-05,0.000133914917379165,TRUE
292185,"chr9",110476245,110477297,1053,"*","chr9:110476245-110477297",2691,9785,0.239025827133419,0.307155613181093,FALSE
46688,"chr11",75653940,75654598,659,"*","chr11:75653940-75654598",2690,1541,1.65470073381434e-13,1.21134753573524e-12,TRUE
80418,"chr13",99344435,99345122,688,"*","chr13:99344435-99345122",2690,2655,0.000790719722007062,0.00172948320648964,TRUE
162545,"chr2",98662334,98663132,799,"*","chr2:98662334-98663132",2690,5345,0.000302372486535632,0.000710127962742207,TRUE
30711,"chr10",80755004,80755514,511,"*","chr10:80755004-80755514",2689,898,1.40632489053215e-21,2.21120265806942e-20,TRUE
50979,"chr11",98438275,98439373,1099,"*","chr11:98438275-98439373",2689,1738,0.0942096302814188,0.134354863493181,FALSE
155777,"chr2",34802047,34802714,668,"*","chr2:34802047-34802714",2689,5183,0.000218662763790082,0.000526390861314593,TRUE
179765,"chr3",63964290,63965147,858,"*","chr3:63964290-63965147",2689,5850,0.000621980601628173,0.00138279368970248,TRUE
256436,"chr7",111779291,111780469,1179,"*","chr7:111779291-111780469",2689,8542,0.955994133759436,0.999366646204721,FALSE
236299,"chr6",85961112,85962340,1229,"*","chr6:85961112-85962340",2688,7770,0.183472541570406,0.243267755993644,FALSE
110468,"chr16",17132025,17132873,849,"*","chr16:17132025-17132873",2687,3632,6.28226878522394e-43,5.60916855823566e-41,TRUE
150161,"chr19",56547793,56549307,1515,"*","chr19:56547793-56549307",2687,4962,0.596679277873091,0.672542017440364,FALSE
181130,"chr3",83055159,83055845,687,"*","chr3:83055159-83055845",2687,5875,0.00397731013744194,0.00767524148483585,TRUE
268860,"chr8",69088618,69089652,1035,"*","chr8:69088618-69089652",2687,8918,3.97351977192769e-22,6.55696332001269e-21,TRUE
26186,"chr10",43540613,43541472,860,"*","chr10:43540613-43541472",2686,709,8.58123110531389e-09,3.72449266723693e-08,TRUE
153515,"chr2",24949372,24950611,1240,"*","chr2:24949372-24950611",2686,5046,1.57191985896583e-10,8.37910372583067e-10,TRUE
291596,"chr9",106887129,106887672,544,"*","chr9:106887129-106887672",2686,9725,0.0196375292906519,0.0325555856940515,TRUE
6860,"chr1",74661498,74662362,865,"*","chr1:74661498-74662362",2685,189,1.38479042023134e-09,6.54437816744487e-09,TRUE
15202,"chr1",155416797,155417860,1064,"*","chr1:155416797-155417860",2685,426,8.55367440884332e-28,2.31180389428198e-26,TRUE
124116,"chr17",31658380,31659301,922,"*","chr17:31658380-31659301",2685,4052,2.92863271145962e-08,1.18856847055991e-07,TRUE
143261,"chr19",7192422,7193177,756,"*","chr19:7192422-7193177",2685,4719,2.34354016602319e-05,6.54254652714458e-05,TRUE
228939,"chr6",13052109,13053384,1276,"*","chr6:13052109-13053384",2685,7541,4.29075627643911e-09,1.9103990545143e-08,TRUE
297457,"chrX",85573533,85574660,1128,"*","chrX:85573533-85574660",2685,9938,0.0813182223423981,0.117886666196576,FALSE
5116,"chr1",59912559,59913393,835,"*","chr1:59912559-59913393",2684,133,0.000112393966168757,0.000284110126816879,TRUE
20259,"chr1",189727431,189728803,1373,"*","chr1:189727431-189728803",2684,567,8.12428431953374e-27,2.07252151008514e-25,TRUE
37647,"chr11",5878033,5878769,737,"*","chr11:5878033-5878769",2684,1176,0.0071056470195061,0.0129240578746928,TRUE
255066,"chr7",99858602,99859422,821,"*","chr7:99858602-99859422",2684,8484,0.001455358671737,0.00304850999525974,TRUE
91901,"chr14",73524819,73525549,731,"*","chr14:73524819-73525549",2683,3017,0.445669955255274,0.526796637417581,FALSE
117541,"chr16",84735069,84736289,1221,"*","chr16:84735069-84736289",2683,3808,1.06337632516676e-06,3.56359358299851e-06,TRUE
125196,"chr17",43016472,43018114,1643,"*","chr17:43016472-43018114",2683,4144,0.245065969404267,0.313624224986265,FALSE
225060,"chr5",135107778,135108777,1000,"*","chr5:135107778-135108777",2683,7386,0.000858971681452769,0.00186895492048035,TRUE
30403,"chr10",79668869,79670120,1252,"*","chr10:79668869-79670120",2682,843,0.000202011829572956,0.000489132759256552,TRUE
43092,"chr11",54112782,54113494,713,"*","chr11:54112782-54113494",2682,1341,0.0311513781393844,0.0496673758599879,TRUE
159133,"chr2",68470973,68472849,1877,"*","chr2:68470973-68472849",2682,5256,1.06079832466441e-20,1.56922829092368e-19,TRUE
236384,"chr6",86403925,86405010,1086,"*","chr6:86403925-86405010",2682,7774,0.0125937611226454,0.021790595162272,TRUE
104298,"chr15",80082936,80083966,1031,"*","chr15:80082936-80083966",2681,3340,1.98731550109877e-07,7.29557819786626e-07,TRUE
273701,"chr8",107056343,107057205,863,"*","chr8:107056343-107057205",2681,9154,7.15760353267278e-10,3.51897912127472e-09,TRUE
45636,"chr11",69579003,69579824,822,"*","chr11:69579003-69579824",2680,1453,0.652281979594409,0.725080012888405,FALSE
115626,"chr16",52452957,52453645,689,"*","chr16:52452957-52453645",2680,3778,9.34347926218742e-06,2.74808213593748e-05,TRUE
129542,"chr17",78199789,78201352,1564,"*","chr17:78199789-78201352",2680,4278,7.88549787157573e-10,3.85410453156194e-09,TRUE
211162,"chr5",24029608,24031154,1547,"*","chr5:24029608-24031154",2680,6927,0.569990026983859,0.646450245850455,FALSE
